,省份,城市,河流,流域,断面名称,水质类别,水温,pH,pH类别,溶解氧,溶解氧类别,高锰酸盐指数,高锰酸盐类别,氨氮,氨氮类别,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
2023-03-28 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.99,7.68,-,8.06,-,2.526,-,0.0889,-,0.0944,2.416,548.0,4.3,,,正常
2023-03-28 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.39,7.68,-,7.73,-,2.166,-,0.0967,-,0.0788,2.068,532.0,1.8,,,正常
2023-03-28 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.53,7.56,-,6.79,-,2.202,-,0.1543,-,0.0971,2.475,552.0,1.4,,,正常
2023-03-28 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-28 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-28 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-30 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-30 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-30 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,19.36,7.73,-,10.34,-,2.868,-,0.0879,-,0.175,2.704,551.0,2.7,,,正常
2023-03-30 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,19.03,7.93,-,11.3,-,2.682,-,0.0835,-,0.142,2.679,547.0,3.5,,,正常
2023-03-30 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.84,7.79,-,8.39,-,2.63,-,0.0845,-,0.1275,2.765,555.0,0.8,,,正常
2023-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-31 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.57,7.5,-,5.84,-,2.449,-,0.1069,-,0.1116,2.555,559.0,0.8,,,正常
2023-03-31 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-31 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,21.79,7.73,-,10.09,-,2.753,-,0.1001,-,0.1829,2.605,554.0,3.3,,,正常
2023-03-31 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,21.19,7.73,-,8.61,-,6.546,-,0.0908,-,0.3576,3.003,553.0,6.6,,,正常
2023-03-31 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,19.1,7.85,-,8.43,-,3.041,-,0.0801,-,0.1466,2.188,523.0,2.2,,,正常
2023-04-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-04-01 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.8,7.55,-,6.07,-,2.707,-,0.106,-,0.123,2.338,527.0,1.9,,,正常
2023-04-01 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.13,7.45,-,5.61,-,2.812,-,0.1758,-,0.1333,2.861,555.0,1.6,,,正常
2023-04-01 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,22.48,7.76,-,9.99,-,2.812,-,0.4258,-,0.1412,2.807,556.0,3.9,,,正常
2023-04-01 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,22.72,8.03,-,11.57,-,5.279,-,0.127,-,0.1327,2.374,549.0,5.0,,,正常
2023-04-01 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.3,7.76,-,8.03,-,2.547,-,0.1113,-,0.128,2.603,561.0,1.3,,,正常
2023-04-02 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,18.85,7.46,-,4.8,-,2.497,-,0.1787,-,0.1318,2.672,560.0,1.0,,,正常
2023-04-02 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,18.08,7.4,-,4.2,-,2.547,-,0.1885,-,0.1445,2.645,561.0,1.4,,,正常
2023-04-02 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,17.93,7.38,-,4.16,-,2.569,-,0.2002,-,0.1406,2.884,562.0,2.7,,,正常
2023-04-02 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.28,7.59,-,8.79,-,2.662,-,0.1416,-,0.1461,2.866,559.0,2.4,,,正常
2023-04-02 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,22.57,7.92,-,11.26,-,2.525,-,0.0879,-,0.1424,2.402,549.0,4.9,,,正常
2023-04-02 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.4,7.83,-,7.99,-,2.475,-,0.1167,-,0.1299,2.452,549.0,1.5,,,正常
2023-04-03 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,19.16,7.52,-,4.9,-,2.242,-,0.1162,-,0.1102,2.428,550.0,1.4,,,正常
2023-04-03 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,18.51,7.45,-,4.47,-,2.242,-,0.1162,-,0.1102,2.428,555.0,1.1,,,正常
2023-04-03 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,17.96,7.47,-,4.97,-,2.289,-,0.1348,-,0.1079,2.607,555.0,7.3,,,正常
2023-04-03 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.22,7.84,-,10.18,-,2.709,-,0.0903,-,0.1225,1.992,519.0,2.0,,,正常
2023-04-03 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,21.04,8.21,-,12.9,-,2.547,-,0.0786,-,0.1169,2.097,527.0,2.7,,,正常
2023-04-03 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,19.34,7.94,-,9.17,-,2.289,-,0.0859,-,0.1045,2.285,552.0,1.7,,,正常
2023-04-04 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.54,7.54,-,5.17,-,2.289,-,0.0859,-,0.1045,2.285,555.0,1.1,,,正常
2023-04-04 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,17.89,7.46,-,4.51,-,2.127,-,0.1504,-,0.0959,2.453,556.0,0.9,,,正常
2023-04-04 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.79,7.47,-,5.28,-,2.22,-,0.1367,-,0.1097,2.44,558.0,1.3,,,正常
2023-04-04 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,21.53,7.85,-,11.61,-,2.335,-,0.1182,-,0.1062,2.392,552.0,3.1,,,正常
2023-04-04 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,23.76,8.11,-,12.35,-,2.522,-,0.0825,-,0.1204,2.045,532.0,4.9,,,正常
2023-04-04 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.55,7.95,-,8.36,-,2.429,-,0.1016,-,0.0998,2.072,526.0,1.4,,,正常
2023-04-05 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,19.51,7.52,-,4.36,-,2.342,-,0.1523,-,0.0909,2.446,547.0,1.2,,,正常
2023-04-05 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,18.49,7.41,-,2.56,-,3.381,-,0.3945,-,0.1488,2.859,561.0,3.5,,,正常
2023-04-05 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,17.66,7.41,-,3.94,-,2.668,-,0.2031,-,0.1148,2.514,550.0,2.2,,,正常
2023-04-05 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.82,7.53,-,7.89,-,2.758,-,0.1924,-,0.1259,2.732,558.0,1.6,,,正常
2023-04-05 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-04-05 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.38,7.83,-,8.12,-,3.088,-,0.0791,-,0.1462,1.657,493.0,4.7,,,正常
2023-04-06 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.99,7.77,-,7.32,-,3.088,-,0.0791,-,0.1462,1.657,493.0,4.1,,,正常
2023-04-06 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.6,7.57,-,5.59,-,2.973,-,0.4766,-,0.1214,2.637,520.0,3.7,,,正常
2023-04-06 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,16.38,7.43,-,4.9,-,2.973,-,0.4766,-,0.1214,2.637,550.0,2.8,,,正常
2023-04-06 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.25,8.01,-,10.07,-,2.562,-,0.0801,-,0.0893,1.774,528.0,3.3,,,正常
2023-04-07 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.79,7.7,-,7.56,-,2.562,-,0.0801,-,0.0893,1.774,552.0,2.9,,,正常
2023-04-07 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.39,7.69,-,7.42,-,2.354,-,0.0967,-,0.0803,1.93,537.0,2.6,,,正常
2023-04-07 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.43,7.6,-,7.19,-,2.217,-,0.1104,-,0.0769,2.16,548.0,2.9,,,正常
2023-04-07 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.34,7.95,-,11.52,-,2.326,-,0.0874,-,0.0859,1.973,536.0,4.5,,,正常
2023-04-07 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.21,8.06,-,11.45,-,2.681,-,0.0796,-,0.0946,2.164,542.0,4.4,,,正常
2023-04-07 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.31,7.95,-,9.24,-,2.727,-,0.0781,-,0.1067,2.21,545.0,3.8,,,正常
2023-04-08 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.51,7.73,-,7.35,-,2.404,-,0.0791,-,0.0704,1.897,541.0,2.5,,,正常
2023-04-08 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.89,7.64,-,7.38,-,2.248,-,0.0942,-,0.0745,2.076,551.0,3.0,,,正常
2023-04-08 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.25,7.63,-,7.93,-,2.407,-,0.1064,-,0.079,2.235,560.0,2.6,,,正常
2023-04-08 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,21.46,8.0,-,12.86,-,2.348,-,0.1021,-,0.0854,2.577,570.0,3.8,,,正常
2023-04-08 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,23.58,8.13,-,12.55,-,2.615,-,0.1157,-,0.097,2.039,550.0,5.9,,,正常
2023-04-08 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.18,7.9,-,9.01,-,2.419,-,0.0854,-,0.0785,2.254,567.0,2.3,,,正常
2023-04-09 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.45,7.64,-,6.34,-,2.258,-,0.0835,-,0.0635,2.009,567.0,1.7,,,正常
2023-04-09 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.57,7.51,-,5.74,-,2.124,-,0.0908,-,0.0695,2.166,586.0,1.9,,,正常
2023-04-09 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.94,7.56,-,7.07,-,2.494,-,0.1133,-,0.0871,2.367,583.0,3.2,,,正常
2023-04-09 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,23.14,8.04,-,13.43,-,2.531,-,0.0869,-,0.0874,1.793,554.0,6.8,,,正常
2023-04-09 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,22.67,8.02,-,11.52,-,2.674,-,0.0801,-,0.0879,2.161,561.0,5.4,,,正常
2023-04-09 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.8,7.83,-,8.31,-,2.323,-,0.0815,-,0.0789,2.02,563.0,2.9,,,正常
2023-04-10 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.56,7.63,-,6.82,-,2.65,-,0.083,-,0.0833,2.039,566.0,4.0,,,正常
2023-04-10 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.03,7.56,-,5.95,-,2.373,-,0.0938,-,0.0651,1.74,559.0,2.7,,,正常
2023-04-10 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.75,7.53,-,6.52,-,2.273,-,0.1104,-,0.0759,2.216,578.0,2.4,,,正常
2023-04-10 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,23.48,7.89,-,11.59,-,2.681,-,0.0864,-,0.0905,2.163,574.0,6.6,,,正常
2023-04-10 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,24.75,8.28,-,15.13,-,2.653,-,0.0791,-,0.0821,1.705,536.0,7.5,,,正常
2023-04-10 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,21.9,7.86,-,8.45,-,2.326,-,0.0801,-,0.074,2.252,577.0,3.7,,,正常
2023-04-11 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.11,7.58,-,5.69,-,2.233,-,0.0801,-,0.0625,1.798,562.0,2.9,,,正常
2023-04-11 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.98,7.48,-,5.16,-,2.186,-,0.0903,-,0.0674,2.023,577.0,2.8,,,正常
2023-04-11 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,19.36,7.49,-,5.75,-,2.192,-,0.1113,-,0.0719,2.366,584.0,2.8,,,正常
2023-04-11 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,24.83,7.95,-,13.51,-,2.401,-,0.0869,-,0.0847,2.242,573.0,6.2,,,正常
2023-04-11 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,25.12,8.11,-,13.05,-,2.768,-,0.0747,-,0.1036,1.989,558.0,6.7,,,正常
2023-04-11 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,22.52,8.01,-,9.9,-,2.73,-,0.1216,-,0.0736,1.772,547.0,4.5,,,正常
2023-04-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-04-12 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.0,7.51,-,5.56,-,2.5,-,0.1113,-,0.078,1.928,549.0,3.3,,,正常
2023-04-12 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.41,7.51,-,5.77,-,2.547,-,0.125,-,0.0771,1.729,546.0,3.6,,,正常
2023-04-12 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,23.87,7.92,-,10.87,-,2.818,-,0.0996,-,0.0824,1.743,537.0,7.2,,,正常
2023-04-12 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,24.65,8.32,-,14.01,-,2.737,-,0.0903,-,0.0821,1.724,514.0,9.4,,,正常
2023-04-12 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,22.3,7.8,-,7.59,-,2.634,-,0.0928,-,0.073,1.833,540.0,5.3,,,正常
2023-04-13 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,21.19,7.58,-,5.37,-,2.311,-,0.0923,-,0.0606,1.7,537.0,4.1,,,正常
2023-04-13 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,20.52,7.49,-,4.82,-,2.227,-,0.1064,-,0.0651,2.028,561.0,5.8,,,正常
2023-04-13 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,20.0,7.48,-,4.94,-,2.279,-,0.1289,-,0.0705,2.145,566.0,5.9,,,正常
2023-04-13 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.15,7.58,-,7.08,-,2.279,-,0.1289,-,0.0705,2.145,565.0,6.7,,,正常
2023-04-13 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,23.02,8.0,-,11.38,-,2.712,-,0.0879,-,0.0814,1.869,530.0,11.3,,,正常
2023-04-13 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,21.33,7.89,-,8.77,-,2.575,-,0.0918,-,0.0737,2.02,538.0,7.8,,,正常
2023-04-14 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.47,7.6,-,5.99,-,2.413,-,0.0991,-,0.0754,1.992,543.0,10.3,,,正常
2023-04-14 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.2,7.53,-,5.44,-,2.171,-,0.106,-,0.064,1.916,534.0,8.8,,,正常
2023-04-14 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.81,7.52,-,6.11,-,2.304,-,0.1309,-,0.0761,1.982,549.0,8.3,,,正常
2023-04-14 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,25.36,8.0,-,12.11,-,2.659,-,0.0981,-,0.0898,1.953,541.0,17.4,,,正常
2023-04-14 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.88,8.36,-,15.06,-,2.665,-,0.0889,-,0.0896,1.677,516.0,16.2,,,正常
2023-04-14 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,23.54,7.98,-,9.28,-,0.25,-,0.0898,-,0.071,2.005,548.0,10.3,,,正常
2023-04-15 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,21.44,7.58,-,5.07,-,2.22,-,0.0938,-,0.0657,2.092,557.0,9.0,,,正常
2023-04-15 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,20.05,7.45,-,4.81,-,2.267,-,0.1108,-,0.0692,2.032,560.0,11.0,,,正常
2023-04-15 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.63,7.46,-,5.83,-,2.379,-,0.1289,-,0.0776,2.212,562.0,7.9,,,正常
2023-04-15 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,25.97,7.94,-,13.42,-,2.435,-,0.0972,-,0.0904,2.055,550.0,13.9,,,正常
2023-04-15 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.82,8.25,-,15.76,-,2.541,-,0.0894,-,0.0907,2.085,542.0,17.2,,,正常
2023-04-15 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,24.22,7.86,-,8.27,-,2.472,-,0.0933,-,0.0844,2.236,558.0,12.4,,,正常
2023-04-16 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,21.96,7.54,-,4.96,-,2.379,-,0.0923,-,0.0699,1.789,540.0,10.7,,,正常
2023-04-16 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,20.57,7.44,-,4.56,-,2.332,-,0.104,-,0.0692,1.992,552.0,7.3,,,正常
2023-04-16 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,21.47,7.48,-,6.1,-,2.712,-,0.1357,-,0.0973,2.216,558.0,9.5,,,正常
2023-04-16 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.41,8.08,-,13.95,-,2.618,-,0.0977,-,0.0846,1.61,520.0,14.1,,,正常
2023-04-16 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.11,8.32,-,16.29,-,2.615,-,0.0903,-,0.0871,1.785,520.0,11.3,,,正常
2023-04-16 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,25.64,7.95,-,9.44,-,2.51,-,0.0908,-,0.075,2.033,555.0,9.4,,,正常
2023-04-17 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,23.43,7.54,-,4.7,-,2.279,-,0.0923,-,0.0662,1.795,551.0,8.3,,,正常
2023-04-17 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,21.97,7.44,-,4.15,-,2.133,-,0.106,-,0.0643,1.942,563.0,7.5,,,正常
2023-04-17 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,22.25,7.44,-,4.8,-,2.332,-,0.1494,-,0.0723,2.13,571.0,5.6,,,正常
2023-04-17 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,27.49,7.89,-,13.94,-,2.494,-,0.1016,-,0.0823,1.957,564.0,20.8,,,正常
2023-04-17 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.63,8.23,-,17.84,-,2.634,-,0.0918,-,0.0918,2.085,547.0,38.8,,,正常
2023-04-17 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.22,7.93,-,9.79,-,2.454,-,0.0918,-,0.0777,2.201,567.0,11.3,,,正常
2023-04-18 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,24.21,7.52,-,5.16,-,2.618,-,0.1016,-,0.0861,2.277,568.0,7.2,,,正常
2023-04-18 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,23.01,7.46,-,4.33,-,2.348,-,0.1074,-,0.0705,1.735,542.0,6.6,,,正常
2023-04-18 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,22.69,7.45,-,4.56,-,2.426,-,0.126,-,0.0731,1.968,563.0,5.9,,,正常
2023-04-18 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,25.64,7.68,-,9.67,-,2.634,-,0.0986,-,0.0949,1.761,539.0,9.8,,,正常
2023-04-18 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,29.14,8.22,-,15.8,-,2.482,-,0.0884,-,0.0824,1.606,516.0,24.0,,,正常
2023-04-18 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.33,8.0,-,10.15,-,2.398,-,0.0898,-,0.0749,1.895,553.0,7.1,,,正常
2023-04-19 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,24.35,7.57,-,4.76,-,2.133,-,0.0952,-,0.0693,1.952,568.0,6.2,,,正常
2023-04-19 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,22.79,7.47,-,4.34,-,2.149,-,0.1143,-,0.0726,2.058,570.0,6.0,,,正常
2023-04-19 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,23.44,7.49,-,5.61,-,2.242,-,0.1328,-,0.0787,2.15,573.0,5.4,,,正常
2023-04-19 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,28.4,7.87,-,10.46,-,2.382,-,0.1177,-,0.0935,2.633,564.0,15.4,,,正常
2023-04-19 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,30.2,8.16,-,11.4,-,2.32,-,0.082,-,0.0972,2.142,545.0,20.6,,,正常
2023-04-19 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,26.79,7.95,-,7.57,-,2.248,-,0.0913,-,0.0806,1.808,545.0,2.5,,,正常
2023-04-20 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,24.45,7.6,-,4.64,-,2.248,-,0.0913,-,0.0806,1.808,544.0,3.0,,,正常
2023-04-20 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,23.77,7.52,-,4.24,-,2.332,-,0.1099,-,0.0766,1.758,540.0,2.5,,,正常
2023-04-20 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,23.67,7.53,-,4.48,-,2.32,-,0.1289,-,0.084,1.884,546.0,1.8,,,正常
2023-04-20 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,23.95,7.61,-,6.1,-,2.388,-,0.1035,-,0.0867,0.397,542.0,3.1,,,正常
2023-04-20 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,24.77,7.79,-,7.29,-,2.46,-,0.0898,-,0.0873,1.82,540.0,3.3,,,正常
2023-04-20 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,24.29,7.53,-,4.04,-,3.888,-,0.5742,-,0.1804,2.134,513.0,13.0,,,正常
2023-04-21 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,23.85,7.49,-,4.0,-,3.978,-,0.7305,-,0.1658,2.337,506.0,9.6,,,正常
2023-04-21 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,23.59,7.51,-,3.62,-,3.664,-,0.3984,-,0.144,2.005,511.0,9.5,,,正常
2023-04-21 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,22.75,7.57,-,4.99,-,2.883,-,0.1523,-,0.1047,1.536,508.0,4.6,,,正常
2023-04-21 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,22.37,7.6,-,5.95,-,3.206,-,0.2266,-,0.1345,1.777,510.0,5.6,,,正常
2023-04-21 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,22.29,7.55,-,5.4,-,4.071,-,1.0391,-,0.1796,2.655,514.0,5.3,,,正常
2023-04-21 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,21.76,7.59,-,5.44,-,4.071,-,0.4199,-,0.1898,2.02,506.0,14.8,,,正常
2023-04-22 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,21.65,7.59,-,6.02,-,3.853,-,0.3066,-,0.1783,1.811,503.0,13.5,,,正常
2023-04-22 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.87,7.6,-,5.91,-,3.701,-,0.2617,-,0.1968,1.812,507.0,9.5,,,正常
2023-04-22 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.44,7.63,-,6.55,-,3.421,-,0.2852,-,0.174,1.759,495.0,9.7,,,正常
2023-04-22 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,22.18,7.65,-,7.8,-,3.153,-,0.1816,-,0.1237,1.617,488.0,10.3,,,正常
2023-04-22 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,22.03,7.6,-,7.86,-,3.017,-,0.1387,-,0.1268,1.555,464.0,14.8,,,正常
2023-04-22 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,19.94,7.63,-,7.5,-,2.793,-,0.1396,-,0.1229,1.862,487.0,9.7,,,正常
2023-04-23 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.82,7.6,-,7.31,-,2.793,-,0.1396,-,0.1229,1.862,468.0,5.7,,,正常
2023-04-23 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.09,7.62,-,8.0,-,2.245,-,0.166,-,0.099,1.79,463.0,10.3,,,正常
2023-04-23 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.87,7.64,-,8.37,-,2.286,-,0.1572,-,0.0991,1.854,457.0,13.3,,,正常
2023-04-23 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,20.47,7.59,-,8.61,-,2.08,-,0.1289,-,0.1084,5.937,454.0,20.7,,,正常
2023-04-23 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.2,7.64,-,8.91,-,2.149,-,0.1367,-,0.0994,1.845,444.0,18.5,,,正常
